作業/判定,タイムスタンプ,読Qネーム,年齢,都道府県,市町村,読Q本ID,書籍名,著者,クイズ?,出題順番,試験監督,かかった秒数,獲得読Q本point,獲得時短point,現在の生涯point,現時点の級,現時点の今年度point
回答開始,2019-10-08 05:22:10,keiko03851k,51,青森県,黒石市,dq29,,,dq29-19,7,keiko03851k,,,,15.93,10,15.93,
正答,2019-10-08 05:22:10,keiko03851k,51,青森県,黒石市,dq29,,,dq29-4,6,keiko03851k,4,,,15.93,10,15.93,
正答,2019-10-08 05:22:16,keiko03851k,51,青森県,黒石市,dq29,,,dq29-19,7,keiko03851k,5,,,15.93,10,15.93,
合格,2019-10-08 05:22:37,keiko03851k,51,青森県,黒石市,dq29,,,,,yoko04351,47,0.64,0.06,16.63,10,16.63,
回答開始,2019-10-10 07:04:40,suzue09871,53,香川県,高松市,dq29,,,dq29-8,1,keiko03851k,,,,0,10,0,
回答開始,2019-10-10 07:04:46,suzue09871,53,香川県,高松市,dq29,,,dq29-12,2,keiko03851k,,,,0,10,0,
正答,2019-10-10 07:04:46,suzue09871,53,香川県,高松市,dq29,,,dq29-8,1,keiko03851k,6,,,0,10,0,
回答開始,2019-10-10 07:04:53,suzue09871,53,香川県,高松市,dq29,,,dq29-10,3,keiko03851k,,,,0,10,0,
正答,2019-10-10 07:04:53,suzue09871,53,香川県,高松市,dq29,,,dq29-12,2,keiko03851k,6,,,0,10,0,
回答開始,2019-10-10 07:04:58,suzue09871,53,香川県,高松市,dq29,,,dq29-14,4,keiko03851k,,,,0,10,0,
正答,2019-10-10 07:04:58,suzue09871,53,香川県,高松市,dq29,,,dq29-10,3,keiko03851k,4,,,0,10,0,
回答開始,2019-10-10 07:05:04,suzue09871,53,香川県,高松市,dq29,,,dq29-33,5,keiko03851k,,,,0,10,0,
正答,2019-10-10 07:05:04,suzue09871,53,香川県,高松市,dq29,,,dq29-14,4,keiko03851k,5,,,0,10,0,
回答開始,2019-10-10 07:05:10,suzue09871,53,香川県,高松市,dq29,,,dq29-18,6,keiko03851k,,,,0,10,0,
正答,2019-10-10 07:05:10,suzue09871,53,香川県,高松市,dq29,,,dq29-33,5,keiko03851k,5,,,0,10,0,
回答開始,2019-10-10 07:05:16,suzue09871,53,香川県,高松市,dq29,,,dq29-18,7,keiko03851k,,,,0,10,0,
正答,2019-10-10 07:05:16,suzue09871,53,香川県,高松市,dq29,,,dq29-18,6,keiko03851k,5,,,0,10,0,
合格,2019-10-10 07:05:34,suzue09871,53,香川県,高松市,dq29,,,,,keiko03851k,38,0.64,0.06,0.7,10,0.7,
,
,
作業/判定,タイムスタンプ,読Qネーム,会員種別,年齢,都道府県,市町村,所属団体読Qネーム,内容,金額,有効期限更新
ログイン,2019-03-17 08:30:37,sumiyo02001s,教職員,30,,,,,,,
ログアウト,2019-03-17 08:49:44,sumiyo02001s,教職員,30,,,,,,,
ログイン,2019-03-17 11:35:09,mina09551s,教職員,33,,,yonosho6840043,,,,
ログアウト,2019-03-17 11:46:15,mina09551s,教職員,33,,,yonosho6840043,,,,
ログイン,2019-03-17 20:34:42,Ichiro08572,一般,19,東京都,新宿,,,,,
ログアウト,2019-03-17 21:48:41,Ichiro08572,一般,19,東京都,新宿,,,,,
ログイン,2019-03-18 01:27:35,mina09551s,教職員,33,,,yonosho6840043,,,,
ログイン,2019-03-18 01:41:17,satomi01741,生徒,7,鳥取県,境港市,yonosho6840043,,,,
ログアウト,2019-03-18 01:50:26,mina09551s,教職員,33,,,yonosho6840043,,,,
ログイン,2019-03-18 01:50:39,shinta03552s,教職員,29,,,yonosho6840043,,,,
ログアウト,2019-03-18 01:51:15,shinta03552s,教職員,29,,,yonosho6840043,,,,
ログイン,2019-03-18 01:51:29,ryota0402s,教職員,32,,,yonosho6840043,,,,
ログアウト,2019-03-18 02:05:46,ryota0402s,教職員,32,,,yonosho6840043,,,,
ログイン,2019-03-18 02:11:25,azusa04501s,教職員,34,,,yonosho6840043,,,,
顔登録,2019-03-18 02:12:35,azusa04501s,教職員,34,,,yonosho6840043,,,,
ログイン,2019-03-18 02:12:35,azusa04501s,教職員,34,,,yonosho6840043,,,,
ログアウト,2019-03-18 02:14:13,azusa04501s,教職員,34,,,yonosho6840043,,,,
ログイン,2019-03-18 02:14:43,azusa04501s,教職員,34,,,yonosho6840043,,,,
ログアウト,2019-03-18 02:33:55,satomi01741,生徒,7,鳥取県,境港市,yonosho6840043,,,,
ログイン,2019-03-18 02:35:38,shun08272,生徒,9,鳥取県,境港市,yonosho6840043,,,,
ログアウト,2019-03-18 03:11:25,azusa04501s,教職員,34,,,yonosho6840043,,,,
ログイン,2019-03-18 03:12:13,wakana01771s,教職員,27,,,yonosho6840043,,,,
ログアウト,2019-03-18 05:33:24,wakana01771s,教職員,27,,,yonosho6840043,,,,
ログイン,2019-03-19 01:46:41,Ichiro08572,一般,19,東京都,新宿,,,,,
ログイン,2019-03-19 07:28:22,Ichiro08572,一般,19,東京都,新宿,,,,,
ログイン,2019-03-19 18:08:58,Ichiro08572,一般,19,東京都,新宿,,,,,
ログイン,2019-03-20 00:19:46,Ichiro08572,一般,19,東京都,新宿,,,,,
ログイン,2019-03-20 07:32:07,mina09551s,教職員,33,,,yonosho6840043,,,,
ログアウト,2019-03-20 07:35:21,mina09551s,教職員,33,,,yonosho6840043,,,,
ログイン,2019-03-20 07:37:55,rumi04581s,教職員,29,,,yonosho6840043,,,,
ログアウト,2019-03-20 07:45:39,rumi04581s,教職員,29,,,yonosho6840043,,,,
ログイン,2019-03-21 03:01:45,kenichi04032s,教職員,58,,,kuzuharalilysho2520822,,,,
ログアウト,2019-03-21 03:14:44,kenichi04032s,教職員,58,,,kuzuharalilysho2520822,,,,
ログイン,2019-03-21 03:21:31,kenichi04032s,教職員,58,,,kuzuharalilysho2520822,,,,
ログアウト,2019-03-21 03:22:25,kenichi04032s,教職員,58,,,kuzuharalilysho2520822,,,,
ログイン,2019-03-21 03:22:55,shiori09541s,教職員,29,,,kuzuharalilysho2520822,,,,
ログアウト,2019-03-21 03:23:35,shiori09541s,教職員,29,,,kuzuharalilysho2520822,,,,
ログイン,2019-03-21 03:26:01,atsuko08631s,教職員,51,,,kuzuharalilysho2520822,,,,
ログアウト,2019-03-21 04:20:03,atsuko08631s,教職員,51,,,kuzuharalilysho2520822,,,,
ログイン,2019-03-21 07:11:13,reika09821s,教職員,27,,,kuzuharalilysho2520822,,,,
ログアウト,2019-03-21 07:46:22,reika09821s,教職員,27,,,kuzuharalilysho2520822,,,,
ログイン,2019-03-21 07:47:05,atsuko08631s,教職員,51,,,kuzuharalilysho2520822,,,,
ログアウト,2019-03-21 08:02:02,atsuko08631s,教職員,51,,,kuzuharalilysho2520822,,,,
ログイン,2019-03-21 08:58:40,yuri05241,一般,46,神奈川県,高座郡寒川町,,,,,
ログアウト,2019-03-21 09:35:55,yuri05241,一般,46,神奈川県,高座郡寒川町,,,,,
ログイン,2019-03-21 13:32:08,mamoru06182s,教職員,57,,,yonosho6840043,,,,
ログアウト,2019-03-21 13:33:08,mamoru06182s,教職員,57,,,yonosho6840043,,,,
ログイン,2019-03-21 14:36:36,wakana01771s,教職員,27,,,yonosho6840043,,,,
ログアウト,2019-03-21 14:38:45,wakana01771s,教職員,27,,,yonosho6840043,,,,
ログイン,2019-03-21 14:39:27,ryota0402s,教職員,32,,,yonosho6840043,,,,
ログアウト,2019-03-21 15:11:37,ryota0402s,教職員,32,,,yonosho6840043,,,,
ログイン,2019-03-21 15:12:09,hiroya0962k,監修者,35,神奈川県,横浜市保土ヶ谷区,,,,,
ログアウト,2019-03-21 15:19:49,hiroya0962k,監修者,35,神奈川県,横浜市保土ヶ谷区,,,,,
ログイン,2019-03-21 15:54:25,mina09551s,教職員,33,,,yonosho6840043,,,,
ログアウト,2019-03-21 15:56:28,mina09551s,教職員,33,,,yonosho6840043,,,,
ログイン,2019-03-22 02:30:58,alex05342,一般,28,0,0,,,,,
ログアウト,2019-03-22 03:37:59,alex05342,一般,28,0,0,,,,,
ログイン,2019-03-23 04:23:25,mina09551k,監修者,33,鳥取県,境港市,,,,,
顔登録,2019-03-23 04:25:26,mina09551k,監修者,33,鳥取県,境港市,,,,,
ログイン,2019-03-23 04:25:26,mina09551k,監修者,33,鳥取県,境港市,,,,,
顔認証成功,2019-03-23 04:26:20,Rumi08201k,監修者,29,鳥取県,境港市,,,,,
顔認証成功,2019-03-23 04:30:00,Rumi08201k,監修者,29,鳥取県,境港市,,,,,
ログイン,2019-03-23 04:37:34,yuri05241,一般,46,神奈川県,高座郡寒川町,,,,,
ログアウト,2019-03-23 05:50:00,yuri05241,一般,46,神奈川県,高座郡寒川町,,,,,
ログイン,2019-03-23 06:29:42,osamu0522s,監修者,47,神奈川県,平塚市,,,,,
ログアウト,2019-03-23 06:36:03,osamu0522s,監修者,47,神奈川県,平塚市,,,,,
ログアウト,2019-03-23 06:53:51,mina09551k,監修者,33,鳥取県,境港市,,,,,
ログイン,2019-03-23 06:54:50,osamu0522s,監修者,47,神奈川県,平塚市,,,,,
ログイン,2019-03-23 09:36:27,mami05591,生徒,9,鳥取県,境港市,yonosho6840043,,,,
顔認証成功,2019-03-23 09:40:03,keiko03851k,監修者,50,青森県,黒石市,,,,,
顔認証失敗,2019-03-23 09:42:27,keiko03851k,監修者,50,青森県,黒石市,,,,,
顔認証失敗,2019-03-23 09:42:39,keiko03851k,監修者,50,青森県,黒石市,,,,,
顔認証失敗,2019-03-23 09:42:55,keiko03851k,監修者,50,青森県,黒石市,,,,,
顔認証成功,2019-03-23 09:43:14,keiko03851k,監修者,50,青森県,黒石市,,,,,
ログアウト,2019-03-23 09:46:07,mami05591,生徒,9,鳥取県,境港市,yonosho6840043,,,,
ログイン,2019-03-24 20:48:13,Ichiro08572,一般,19,東京都,新宿,,,,,
ログイン,2019-03-25 07:34:08,natsu08391,生徒,12,鳥取県,境港市,yonosho6840043,,,,
ログアウト,2019-03-25 07:56:15,natsu08391,生徒,12,鳥取県,境港市,yonosho6840043,,,,
ログイン,2019-03-25 07:56:37,Taro06592,監修者,16,神奈川県,厚木市,,,,,
ログアウト,2019-03-25 08:02:21,Taro06592,監修者,16,神奈川県,厚木市,,,,,
ログイン,2019-03-25 08:03:53,keiko03851k,監修者,50,青森県,黒石市,,,,,
ログアウト,2019-03-25 08:36:30,keiko03851k,監修者,50,青森県,黒石市,,,,,
ログイン,2019-03-25 08:41:39,shiori09541s,教職員,29,,,kuzuharalilysho2520822,,,,
ログアウト,2019-03-25 08:44:26,shiori09541s,教職員,29,,,kuzuharalilysho2520822,,,,
ログイン,2019-03-25 08:45:06,ryota0402s,教職員,32,,,yonosho6840043,,,,
ログイン,2019-03-25 08:55:22,keiko03851k,監修者,50,青森県,黒石市,,,,,
ログアウト,2019-03-25 09:24:40,keiko03851k,監修者,50,青森県,黒石市,,,,,
ログイン,2019-03-25 09:25:14,Rumi08201k,監修者,29,鳥取県,境港市,,,,,
ログアウト,2019-03-25 09:34:48,Rumi08201k,監修者,29,鳥取県,境港市,,,,,
入会初ログイン,2019-03-25 09:42:56,maiko02151,一般,6,神奈川県,藤沢市,,,,,
ログアウト,2019-03-25 09:43:33,maiko02151,一般,6,神奈川県,藤沢市,,,,,
ログイン,2019-03-25 09:45:52,momoko09401s,教職員,26,,,nanamatsu2510043,,,,
ログアウト,2019-03-25 09:58:29,momoko09401s,教職員,26,,,nanamatsu2510043,,,,
ログイン,2019-03-26 04:41:52,ryota0402s,教職員,32,,,yonosho6840043,,,,
ログアウト,2019-03-26 04:45:12,ryota0402s,教職員,32,,,yonosho6840043,,,,
ログイン,2019-03-26 04:51:41,takumi08091s,教職員,35,,,nanamatsu2510043,,,,
ログアウト,2019-03-26 06:58:57,takumi08091s,教職員,35,,,nanamatsu2510043,,,,
ログイン,2019-03-26 07:00:36,riyoko03951,生徒,6,神奈川県,藤沢市,nanamatsu2510043,,,,
ログアウト,2019-03-26 07:02:05,riyoko03951,生徒,6,神奈川県,藤沢市,nanamatsu2510043,,,,
ログイン,2019-03-26 07:03:39,shizuka01811,生徒,6,神奈川県,大和市,kuzuharalilysho2520822,,,,
ログイン,2019-03-26 11:56:15,keiko03851k,監修者,50,青森県,黒石市,,,,,
ログアウト,2019-03-26 12:53:35,keiko03851k,監修者,50,青森県,黒石市,,,,,
ログイン,2019-03-26 12:54:00,yuri05241,一般,46,神奈川県,高座郡寒川町,,,,,
ログイン,2019-03-26 13:07:52,ryoko08421,一般,39,神奈川県,厚木市,,,,,
ログアウト,2019-03-26 13:17:03,yuri05241,一般,46,神奈川県,高座郡寒川町,,,,,
ログイン,2019-03-26 13:18:26,mariko06981k,監修者,56,長野県,東筑摩郡麻績村,,,,,
ログイン,2019-03-26 13:49:27,shiori09541k,監修者,29,神奈川県,三浦郡葉山町,,,,,
ログアウト,2019-03-26 15:39:37,mariko06981k,監修者,56,長野県,東筑摩郡麻績村,,,,,
ログイン,2019-03-26 15:39:57,mina09551k,監修者,33,鳥取県,境港市,,,,,
読書認定書,2019-03-26 15:42:11,mina09551k,監修者,33,鳥取県,境港市,,623499,0,0000-00-00,
ログアウト,2019-03-26 16:04:55,mina09551k,監修者,33,鳥取県,境港市,,,,,
ログイン,2019-03-27 02:59:22,chinatsu09291s,教職員,30,,,nanamatsu2510043,,,,
ログアウト,2019-03-27 04:13:53,chinatsu09291s,教職員,30,,,nanamatsu2510043,,,,
ログイン,2019-03-27 04:14:11,michiko06841s,教職員,46,,,nanamatsu2510043,,,,
ログイン,2019-03-27 04:28:55,keiko03851k,監修者,50,青森県,黒石市,,,,,
顔認証成功,2019-03-27 04:31:50,mariko06981k,監修者,56,長野県,東筑摩郡麻績村,,,,,
顔認証成功,2019-03-27 04:33:46,mariko06981k,監修者,56,長野県,東筑摩郡麻績村,,,,,
ログアウト,2019-03-27 06:02:19,keiko03851k,監修者,50,青森県,黒石市,,,,,
ログイン,2019-03-27 06:03:29,momoka01361c,著者,26,福岡県,大牟田市,,,,,
ログアウト,2019-03-27 06:10:53,michiko06841s,教職員,46,,,nanamatsu2510043,,,,
ログイン,2019-03-27 07:56:08,keiko03851k,監修者,50,青森県,黒石市,,,,,
ログアウト,2019-03-27 07:57:02,keiko03851k,監修者,50,青森県,黒石市,,,,,
ログイン,2019-03-27 07:57:39,shizuka01811,生徒,6,神奈川県,大和市,kuzuharalilysho2520822,,,,
ログイン,2019-03-27 09:02:05,keiko03851k,監修者,50,青森県,黒石市,,,,,
ログアウト,2019-03-27 09:33:32,shizuka01811,生徒,6,神奈川県,大和市,kuzuharalilysho2520822,,,,
ログイン,2019-03-27 09:33:37,keiko03851k,監修者,50,青森県,黒石市,,,,,
ログアウト,2019-03-27 09:34:15,keiko03851k,監修者,50,青森県,黒石市,,,,,
ログイン,2019-03-27 09:34:44,Rumi08201k,監修者,29,鳥取県,境港市,,,,,
入会初ログイン,2019-03-27 12:47:59,daichi08922,一般,14,茨城県,水戸市,,,,,
ログアウト,2019-03-27 12:56:57,daichi08922,一般,14,茨城県,水戸市,,,,,
ログイン,2019-03-27 12:57:41,daichi08922,一般,14,茨城県,水戸市,,,,,
顔登録,2019-03-27 13:00:48,daichi08922,一般,14,茨城県,水戸市,,,,,
ログイン,2019-03-27 13:00:48,daichi08922,一般,14,茨城県,水戸市,,,,,
ログアウト,2019-03-27 13:03:34,daichi08922,一般,14,茨城県,水戸市,,,,,
入会初ログイン,2019-03-27 14:25:04,tomoko04781,一般,15,神奈川県,横浜市旭区,,,,,
顔登録,2019-03-27 14:26:45,tomoko04781,一般,15,神奈川県,横浜市旭区,,,,,
ログイン,2019-03-27 14:26:45,tomoko04781,一般,15,神奈川県,横浜市旭区,,,,,
顔認証成功,2019-03-27 14:27:25,mariko06981k,監修者,56,長野県,東筑摩郡麻績村,,,,,
顔認証成功,2019-03-27 14:29:08,mariko06981k,監修者,56,長野県,東筑摩郡麻績村,,,,,
ログアウト,2019-03-27 15:06:50,tomoko04781,一般,15,神奈川県,横浜市旭区,,,,,
ログイン,2019-03-28 09:40:16,mina09551k,監修者,33,鳥取県,境港市,,,,,
ログアウト,2019-03-28 09:41:33,mina09551k,監修者,33,鳥取県,境港市,,,,,
ログイン,2019-03-28 09:41:51,tomoko04781,一般,15,神奈川県,横浜市旭区,,,,,
ログアウト,2019-03-28 09:51:24,tomoko04781,一般,15,神奈川県,横浜市旭区,,,,,
入会初ログイン,2019-03-28 09:59:19,yuzuru05972,一般,16,茨城県,水戸市,,,,,
ログアウト,2019-03-28 10:01:59,yuzuru05972,一般,16,茨城県,水戸市,,,,,
ログイン,2019-03-28 10:04:21,yuzuru05972,一般,16,茨城県,水戸市,,,,,
顔登録,2019-03-28 10:05:58,yuzuru05972,一般,16,茨城県,水戸市,,,,,
ログイン,2019-03-28 10:05:58,yuzuru05972,一般,16,茨城県,水戸市,,,,,
顔認証成功,2019-03-28 10:06:32,mariko06981k,監修者,56,長野県,東筑摩郡麻績村,,,,,
顔認証成功,2019-03-28 10:08:05,mariko06981k,監修者,56,長野県,東筑摩郡麻績村,,,,,
ログイン,2019-03-28 10:12:26,tomoko04781,一般,15,神奈川県,横浜市旭区,,,,,
ログアウト,2019-03-28 10:14:30,tomoko04781,一般,15,神奈川県,横浜市旭区,,,,,
入会初ログイン,2019-03-28 10:23:44,syoko07031,一般,15,神奈川県,横浜市旭区,,,,,
ログアウト,2019-03-28 10:29:33,syoko07031,一般,15,神奈川県,横浜市旭区,,,,,
ログイン,2019-03-28 12:27:34,momoka01361c,著者,26,福岡県,大牟田市,,,,,
ログアウト,2019-03-28 14:02:34,momoka01361c,著者,26,福岡県,大牟田市,,,,,
ログイン,2019-03-30 02:04:40,Ichiro08572,,,,,,,,,
ログイン,2019-03-30 02:07:32,keiko03851k,,,,,,,,,
